,premise,hypothesis,label,explanation,language
1198,Eine Frau posiert auf einer Wiese neben einem alten LKW.,Eine Frau wird in der Nähe eines Trucks fotografiert.,entailment,"Eine Frau posiert, um ihr Foto zu machen, sie ist auf einer Wiese in der Nähe eines alten Lastwagens.",german
1199,"Eine Frau spricht auf einem Handy, während sie vor blauen Geländern sitzt, die vor dem Ozean liegen.",Sie wirft ihr Handy ins Meer,contradiction,Meer und Meer sind verschiedene Gewässer,german
1200,Ein Individuum ist auf Felsen unter einem blauen Himmel verkrochen.,eine Frau macht ein Foto im Freien,neutral,"Der erste Satz impliziert nicht, dass das Individuum eine Frau ist. Der erste Satz impliziert nicht, dass der Grund, warum das Individuum verkrustet ist, für ein Bild ist.",german
1201,"Ein kleines Baby, das ein blaues Outfit trägt, packt Obst.",Ein kleines Baby trägt Rot.,contradiction,Die Farbe ist entweder blau oder rot.,german
1202,"Ein braunes Mädchen mit einem Wollhut läuft und lehnt sich über ein Objekt, während eine andere Person mit einem Wollhut auf dem Boden sitzt.",Ein Mann sieht seine Tochter springen,neutral,Der Mann und das Mädchen sind in Beziehung zueinander und nicht Fremde.,german
1203,"Ein Mädchen, das einen Schneeengel macht, trägt einen schwarzen Hut und eine Brille.",Ein Mädchen ist auf einem schneebedeckten Berg.,neutral,"Ein verschneiter Berg ist nicht der einzige Ort, wo ein Schneeengel gemacht werden kann. sein nicht einmal der einzige Ort, an dem es schneit.",german
1204,Wanderer auf einer Betonpromenade unter blauem Himmel.,Wanderer unter blauem Himmel,entailment,Die Promenade ist unter blauem Himmel.,german
1205,Ein Arbeiter macht einen Job auf Gerüsten.,Ein menschliches Werk,entailment,Arbeit und Arbeit sind Synonyme.,german
1206,Eine Frau ruht ihren Kopf auf der Schulter eines Mannes.,Frau ruht ihren Kopf auf Ehemann Schulter,neutral,"Sie können nicht folgern, dass der Mann ihr Ehemann ist.",german
1207,Junge Leute stehen auf einer Party um eine Trommel herum.,Die Leute spielen eine Trommel.,neutral,"Es kann niemand sein, der die Trommel spielt.",german
1208,"Zwei junge Mädchen, eines mit einer rosa Jacke und das andere mit einer dunkelfarbenen Jacke, spielen im Schnee und haben einen Schneeballkampf auf einer Lichtung außerhalb eines bewaldeten Bereichs.",Zwei Mädchen spielen,entailment,"Mädchen spielen im Schnee impliziert, dass sie spielen.",german
1209,"Fünf Frauen, die rote Hemden tragen, lehnen sich an ein rotes Auto.",Alles auf dem Foto ist rot gefärbt.,neutral,"In Satz 1 wird nirgendwo erwähnt, dass alles auf dem Foto rot gefärbt ist.",german
1210,"Die Bauern arbeiten dort hart an Traktoren, sie haben an ihren Overalls und die Maschine ist fast fixiert.","Leute, die Shorts tragen, stehen herum und tun nichts.",contradiction,"Entweder tragen die Leute Shorts oder Overalls, und sie arbeiten entweder oder tun nichts.",german
1211,Eine Gitarristin spielt auf der Bühne.,Die Frau macht ein Solostück in der Kirche.,neutral,"Bühne bedeutet nicht, dass sie in der Kirche spielt Gitarre bedeutet nicht ein Solo-Stück.",german
1212,ein männlicher Teenager arbeitet an einem Schulprojekt.,Der Junge sitzt auf dem Laster seines Vaters.,contradiction,Er kann nicht gleichzeitig an einem Schulprojekt arbeiten und auf dem Truck seines Vaters sitzen.,german
1213,Eine Frau in einem grauen Hemd schaut sich etwas an.,"Eine Frau in einem grauen Hemd, die ihr Buch anschaut.",neutral,"Wenn man sich etwas anschaut, ergibt sich nicht, dass es ein Buch sein muss.",german
1214,Drei Hunde laufen durch ein Feld.,Die Hunde essen,contradiction,"Die Hunde können nicht essen, während sie durch ein Feld laufen",german
1215,"Ein Arbeiter in Gefahr orange gekleidet, verdeckt in einer offenen Straße Arbeit.",Eine Person trägt Orange.,entailment,"Ein Arbeiter ist eine Person, während ein Arbeiter in Gefahr orange gekleidet muss orange tragen.",german
1216,Eine Gruppe von Menschen arbeitet draußen.,Die Leute sind beschäftigt.,entailment,"Wenn Leute arbeiten, dann sind sie auch beschäftigt",german
1217,Ein weißer Hund läuft an einem felsigen Strand.,Ein Hund ist am Strand.,entailment,"Rocky Strand ist eine Art Strand, wo ein Hund laufen kann",german
1218,Zwei Hunde kämpfen oder spielen zusammen.,Es gibt mindestens zwei Hunde.,entailment,Zwei Hunde wurden beobachtet; daher müssen mindestens zwei Hunde anwesend sein.,german
1219,Kinder spielen auf der Straße mit einem Spielzeug.,Die Kinder sind in der Nähe von Autos.,neutral,Manchmal gibt es keine Autos auf der Straße.,german
1220,Zwei junge Mädchen hängen Tanne auf einem Weihnachtsbaum in einem Zimmer mit blauen Vorhängen.,Zwei Mädchen schmücken ihren Weihnachtsbaum.,entailment,"Wenn man Tanne an einen Baum hängt, schmückt man ihn.",german
1221,Ein Sonnengalsenverkäufer blickt in die Ferne.,Ein Verkäufer spricht mit einem Kunden,contradiction,Gazes und Talks sind zwei verschiedene Aktionen.,german
1222,Ein hemdloser Mann mit abgeschnittenem Haar raucht eine Zigarette und bindet eine Plastiktüte.,Der Mann kümmert sich nicht um seine Gesundheit.,neutral,"Sie können nicht folgern, dass er sich nicht um seine Gesundheit kümmert.",german
1223,"Zwei Skateboarder, einer trägt ein schwarzes T-Shirt und der andere trägt ein weißes T-Shirt, rasen sich gegenseitig.",Zwei Skateboarder Rennen.,entailment,"Wenn sie sich gegenseitig rennen, als sie rennen.",german
1224,Ein Hund fängt einen Frisbee.,"Ein Welpe ist in die Luft gesprungen, um sich einen Frisbee zu holen.",neutral,"Nicht jeder Hund ist ein Welpe. Der Anblick von Welpe sprang in die Luft, um Frisbee zu fangen ist ein seltener Anblick.",german
1225,"Ein Mann in einer Armeeuniform trifft jemanden, der fremd ist.",Ein Mann in einer Armeeuniform trifft einen ausländischen Zivilisten im Kriegsgebiet.,neutral,"Wenn ein Mann in Uniform jemanden aus dem Ausland trifft, bedeutet das nicht, dass der Ausländer ein Zivilist ist, oder dass er sich in einem Kriegsgebiet befindet.",german
1226,Eine Gruppe von Leuten schaut zur Seite und ein Junge beginnt zu laufen.,Der Junge fing an zu laufen.,entailment,run und run sind gleich,german
1227,Eine Gruppe von vier Kindern pocht auf zwei kleine Schildkröten im Gras.,Eine Gruppe von Kindern spielte im Gras.,entailment,"Eine Gruppe von Kindern, die auf Schildkröten im Gras pochen, bedeutet, dass sie im Gras spielten.",german
1228,"Ein BMX-Fahrer ist in der Luft, während auf einem Schmutzpfad.",Der BMX-Fahrer ist zu Hause und beobachtet die X-Spiele.,contradiction,Der BMX-Fahrer ist entweder auf einem Trail oder er/sie ist zu Hause; sie können nicht beide Orte gleichzeitig sein.,german
1229,Eine Frau mit einem Korb Eier geht auf einem Markt.,Eine Frau stöbert auf einem Markt,entailment,"Zu Fuß in einem Markt bedeutet, es zu durchsuchen.",german
1230,"Zwei Männer interagieren mit einer Art mechanischer Vorrichtung, die an einer Wand angebracht ist.",Ein paar Mechaniker bei der Arbeit.,neutral,"Nur weil Männer mit einer Art mechanischer Vorrichtung interagieren, bedeutet das nicht unbedingt, dass sie Mechanik sind.",german
1231,Ein kleiner Junge mit blonden Haaren starrt auf Vitrine mit Keksen und Kuchen.,Ein Junge schaut sich Gebäck an.,entailment,Cookies und Kuchen sind Beispiele für Gebäck.,german
1232,"Ein Feuerwehrmann, der etwas mit einer Taschenlampe sucht.",Ein Mann sucht nach Überlebenden.,neutral,"Sie können nicht folgern, dass er nach Überlebenden sucht.",german
1233,Zwei Männer in orangen Uniformen stehen vor einem Zug und machen etwas Arbeit.,Menschen arbeiten.,entailment,"Zwei Männer sind Menschen und jemand, der arbeitet, arbeitet.",german
1234,Eine Frau in einem Fell gefüttert karierte lila Jacke steht an einem Tisch voller essen Kinder.,Eine Frau in einem rosafarbenen Mantel beobachtet Kinder beim Spielen eines Brettspiels.,contradiction,Der Mantel der Frau ist entweder ein Pick-Coat oder ein Fell gefüttert karierte lila Jacke.,german
1235,Gruppe von jungen Erwachsenen posiert für Bild in der Nähe Spanisch-Sprache Zeichen.,Das Volk ist in der Nähe eines Zeichens.,entailment,"Die Menschen sind in der Nähe eines Zeichens, weil sie in der Nähe eines spanischsprachigen (spanischsprachigen) Zeichens sind.",german
1236,"Eine junge Frau, halbformal verkleidet, liest Buch und trinkt in der Sonne, sitzt auf einer Bank.",Eine junge Frau liest ein Nicholas Sparks-Buch am Strand.,neutral,"Die junge Frau, die ein Buch liest, deutet nicht unbedingt darauf hin, dass es ein Nicholas Sparks-Buch ist.",german
1237,Ein Mann und eine Frau liegen zusammen auf einem grasbewachsenen Parkfeld in der Nähe einer Uferpromenade.,Zwei Leute spielen mit einer Frisbee in einem Park.,contradiction,Ein Paar kann beim Lügen nicht Frisbee spielen.,german
1238,Drei Mädchen springen vor dem Blumengarten eines Hauses.,Drei Mädchen springen,entailment,Drei Mädchen springen und sie sind bei einem Garten.,german
1239,San Fransisco 49ers Fußballfeld mit Cheerleadern und einem vollgepackten Stadion.,"Die 49er sind bereit, gegen ihre Rivalen zu spielen.",neutral,Vielleicht sind sie keine Rivalen mit dem anderen Team.,german
1240,"Eine Dame geht aus einem kurzen Tunnel, während ein Männchen sich darauf vorbereitet, ihn von der gegenüberliegenden Seite zu betreten.",Ein großer Mensch geht,neutral,"Es gibt nichts über das Gehen durch einen Tunnel, was bedeutet, dass entweder die Dame oder das Männchen groß sind.",german
1241,Die Hunde spielen auf dem Bett.,"Hunde kämpfen gegeneinander um die Chance, auf dem Bett zu schlafen.",neutral,"Die Hunde kämpfen vielleicht um etwas anderes, als auf dem Bett zu schlafen. Es kann auch nicht davon ausgegangen werden, dass sie tatsächlich kämpfen.",german
1242,"Ein kleiner Junge mit einem Hemd, Shorts und Socken auf, am Strand stehend.",Ein Junge sieht ein Boot vorbeischwimmen.,neutral,"Am Strand zu stehen, bedeutet nicht, dass man mit einem Bootsboot vorbei wackelt.",german
1243,Eine Gruppe von Menschen vor einigen bräunlichen Zelten der amerikanischen Parkinsons Krankheit Vereinigung.,Eine Gruppe zeigt sich zu einer Veranstaltung zur Förderung der Parkinson-Forschung,neutral,"Die Menschen könnten aus einem anderen Grund vor dem Zelt stehen, als die Parkinson-Forschung zu unterstützen.",german
1244,"Ein Mann, der einen Kilt trägt, hat eine große Stange geworfen.",Eine Person warf eine Stange.,entailment,"Wenn die Person eine Stange geworfen hat, haben sie die Stange geworfen.",german
1245,"Frau lächelnd, während sie ein Buch und einen gelben Papierstern hält.",die Frau liest Buch in der Halle,neutral,"Ein Buch zu halten bedeutet nicht, dass jemand es liest.",german
1246,Ein Mann wirft etwas auf die Straße.,Ein Mann wirft Salz auf eine verschneite Straße.,neutral,"Vieles kann auf eine Straße geworfen werden, und nicht alle Straßen sind verschneit.",german
1247,Ein Paar sitzt im Gras.,Ein Paar macht ein Picknick.,neutral,Ein paar sitzen auf dem Gras ist nicht unbedingt ein Picknick.,german
1248,Ein roter Heißluftballon landet in einem Feld unter einer Menge.,Ein Heißluftballon macht eine Landung.,entailment,"Beide Sätze implizieren, dass der Ballon eine Landung macht.",german
1249,"Ein Bergsteiger, der einen Berg mit blauem Helm hinuntersteigen will.",Ein Bergsteiger steht auf einem Berg.,entailment,"Ein Bergsteiger steht auf einem Berg, wenn er bereit ist, den Berg hinunterzusteigen.",german
1250,Ein Mann fährt mit seinem Dirtbike durch die Luft in der Wüste.,Ein Mann ist auf einem Motorrad.,entailment,Ein Fahrzeug zu fahren ist ähnlich wie auf einem Fahrzeug. Ein Dirtbike und ein Motorrad sind beide Fahrräder.,german
1251,"Eine Frau, die in einem Büro sitzt.",Eine Frau draußen,contradiction,Die Frau kann nicht gleichzeitig im Büro sitzen und draußen sein.,german
1252,"Vor einem Ziegelhaus mit Strohdach und einigen Figuren stehen drei Kinder, zwei davon halten Quadrate Tafel.",Die Kinder zünden in der Nähe ein Feuer aus,contradiction,Die Kinder konnten beim Feuern nicht herumstehen.,german
1253,einige Kinder spielen im Gras draußen in der Nähe eines Baumes.,Kinder spielen draußen.,entailment,Kinder spielen im Gras draußen muss draußen spielen.,german
1254,"Ein Foto einer Frau in einem schwarzen Mantel, das vor einem großen zweifarbigen Foto steht, das eine Frau in einem grauen Kleid darstellt, das mit der Hand in einer Tasche nach unten schaut.",Das Foto war von zwei Männern.,contradiction,"Das Foto ist von einer Frau, nicht von zwei Männern.",german
1255,Ein Mann wirft einen kleinen weißen Ball auf rote Tassen.,Der Mann ist draußen.,neutral,"Einen kleinen weißen Ball zu werfen bedeutet nicht, draußen zu sein.",german
1256,"Eine Frau, die ein Panzeroberteil und schwarze Hosen trägt, liegt auf dem Boden, während sie sich ein Buch anschaut.",Eine Frau schaut sich ein Buch an.,entailment,"""Frau schaut auf ein Buch"" ist dasselbe wie ""Frau schaut auf ein Buch""",german
1257,Ein kleines Kind fährt in einem roten Wagen.,Ein Kind spielt im Haus.,neutral,"Ein Kind kann auch draußen spielen, nicht nur im Haus.",german
1258,"Eine Frau, die ein schwarzes T-Shirt und grüne Caprihose trägt, geht vor eine riesige Uhr.",Die grüne Uhr trägt schwarze Caprihosen vor der Frau.,contradiction,"Eine Uhr, die schwarze Capri Hosen trägt, ist nicht die gleiche eine riesige Uhr.",german
1259,"Eisenbahner, die nachts auf den Gleisen arbeiten",Es gibt Leute draußen in der Nacht,entailment,"Die Leute schließen Eisenbahnarbeiter ein und arbeiten nachts auf den Gleisen, was bedeutet, dass sie nachts draußen sind.",german
1260,"Ein Mann, der ein gestreiftes Hemd trägt, hat eine Kamera über die Schulter geschleudert.","Ein Mann, der einen Pullover trägt, trägt einen Golfclub.",contradiction,"Ein Mann ist in einem Streifenhemd gekleidet und hält eine Kamera, während der andere Mann einen Pullover hat und einen Golfclub trägt. Diese beiden Männer können nicht die gleichen sein.",german
1261,Ein Mann und ein Kind kaufen Eis von einem Mann mit einer Hand geschoben Eiswagen.,Ein Paar isst in einem Restaurant.,contradiction,Ein Mann und ein Kind können nicht auch ein Paar sein,german
1262,"Ein Mann in einem blauen Hemd, braunen Shorts und einer roten Baseballmütze untersucht ein rotes antikes Auto mit einer US-Flagge, die hinten angebracht ist.","Ein beiläufig gekleideter Mann, der ein antikes Auto bewundert.",entailment,"Ein Mann, der versucht, US-Flagge zu kaufen, befestigte antikes Auto an seinen persönlichen Gebrauch.",german
1263,"Ein Mann in einem weißen Hemd und Baseballhut schiebt einen Wagen, der mehrere Taschen auf einer Straße trägt.",Ein Obdachloser schlendert durch die Straße.,neutral,"Der erste Satz beschreibt nicht, ob der Mann obdachlos ist.",german
1264,Einige ältere Menschen spielen in einem Park Instrumente.,Eine Gruppe alter Leute spielt im Freien Musik.,entailment,"Einige ältere Menschen sind die gleichen wie eine Gruppe von alten Menschen. Instrumente spielen ist die gleiche wie Musik spielen. Sein in einem Park bedeutet, im Freien zu sein.",german
1265,"Eine Frau sitzt auf einem Teppich neben einem hemdlosen Jungen, der in Richtung eines Schachbretts schaut, das mehrere Stücke enthält.",Eine Frau steht in einem Fernsehraum und sieht ihrem Sohn beim Fernsehen zu.,contradiction,"Die Frau kann nicht stehen, während sie sitzt.",german
1266,"Ein kleiner Junge posiert hinter dem Netz eines geschlossenen Spielplatzes, während drei andere Kinder spielen.",Ein Mädchen posiert vor den Leuten,contradiction,Ein Junge und ein Mädchen sind anders.,german
1267,4 Kinder und 1 Erwachsener schauen auf ein Gürteltier auf einem grasbewachsenen Hügel mit 2 Bäumen.,"Es gibt eine Gruppe von Menschen, die an der Bushaltestelle warten.",contradiction,Die Umgebung kann nicht ein grasbewachsener Hügel und eine Bushaltestelle sein.,german
1268,Ein kleines Mädchen in einem grünen Hemd spielt auf einer Schaukel.,Teenager-Mädchen spielt Schaukel mit seinem Freund.,neutral,"Wir haben keine Ahnung, ob sie ein Teenager ist, sie könnte in jedem Alter sein. Wir haben keine Ahnung, ob ein Freund anwesend ist oder nicht, und sein sollte ihr sein.",german
1269,Oben ohne Mädchen auf einem roten Fahrrad.,Eine Frau ist auf dem Fahrrad.,entailment,"Eine Frau ist eine Frau, weil sie ein Mädchen ist.",german
